id,tanggal,tipe_mesin,kode_error,gejala (pisahkan dengan ';'),jenis_kerusakan (label),komponen_utama,tindakan_perbaikan,konfirmasi_teknisi (Y/N),catatan
330,2026-02-02,Canon iRA 4051,E602-1103,Error in /APL_MEAP.,Storage,HDD,"1. If possible, ask the customer to retrieve the data in the Address Book from the remote UI.; 2. Enter the corresponding CHK-TYPE in the partition to execute HDD-CHECK (duration: several minutes to several dozen minutes); and then turn OFF and then ON the power.; 3. If the measures above do not solve the problem, move to the download mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
331,2026-02-02,Canon iRA 4051,E602-1104,Error in /APL_MEAP.,Storage,HDD,"1. Check the Cable and Power Connector.; 2. If the measures above do not solve the problem, start up in Saf e Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power.; 3. If the error still remains, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
332,2026-02-02,Canon iRA 4051,E602-1105,Error in /APL_MEAP.,Storage,HDD,"1. Enter the corresponding CHK-TYPE in the partition to execute HDD-CLEAR, and then turn OFF and then ON the power.; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
333,2026-02-02,Canon iRA 4051,E602-1110,Error in /APL_MEAP.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system. 7 7 7-40 7-40Error Code > Error Code > Error Code Details > E602 to E880 Error Code > Error Code > Error Code Details > E602 to E880E CodeDetail CodeLocation Item Description",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
334,2026-02-02,Canon iRA 4051,E602-1111,Error in /APL_MEAP.,Storage,HDD,"This is the error which usually does not occur in Read/Write level.; 1. Check the Cable and Power Connector.; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
335,2026-02-02,Canon iRA 4051,E602-1112,Error in /APL_MEAP.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
336,2026-02-02,Canon iRA 4051,E602-1113,Error in /APL_MEAP.,Storage,HDD,"The document data (such as Box on the HDD) can be damaged.; 1. Enter the corresponding CHK-TYPE in the partition to execute HDD-CHECK (duration: several minutes to several dozen minutes); and then turn OFF and then ON the power.; 2. If the measures above do not solve the problem, enter the corresponding CHK-TYPE in the partition to execute HDD-CLEAR, and then turn OFF and then ON the main power.(Use SST to perform reformat/reinstallation in the case of the following: BOOTDEV , BOOTDEV2 and APL_SEND); 3. If the error still remains, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
337,2026-02-02,Canon iRA 4051,E602-1114,Error in /APL_MEAP.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.E CodeDetail CodeLocation Item Description",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
338,2026-02-02,Canon iRA 4051,E602-1115,Error in /APL_MEAP.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
339,2026-02-02,Canon iRA 4051,E602-1121,Error in /APL_MEAP.,Storage,HDD,"This is the error which usually does not occur in Read/Write level.; 1. Check the Cable and Power Connector.; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
340,2026-02-02,Canon iRA 4051,E602-1122,Error in /APL_MEAP.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
341,2026-02-02,Canon iRA 4051,E602-1123,Error in /APL_MEAP.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
342,2026-02-02,Canon iRA 4051,E602-1124,Error in /APL_MEAP.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system. 7 7 7-41 7-41Error Code > Error Code > Error Code Details > E602 to E880 Error Code > Error Code > Error Code Details > E602 to E880E CodeDetail CodeLocation Item Description",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
343,2026-02-02,Canon iRA 4051,E602-1125,Error in /APL_MEAP.,Storage,HDD,"The document data (such as Box on the HDD) can be damaged.; 1. Enter the corresponding CHK-TYPE in the partition to execute HDD-CHECK (duration: several minutes to several dozen minutes); and then turn OFF and then ON the power.; 2. If the measures above do not solve the problem, enter the corresponding CHK-TYPE in the partition to execute HDD-CLEAR, and then turn OFF and then ON the main power.(Use SST to perform reformat/reinstallation in the case of the following: BOOTDEV , BOOTDEV2 and APL_SEND); 3. If the error still remains, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
344,2026-02-02,Canon iRA 4051,E602-1200,Error in /APL_SEND.,Storage,HDD,"1. Check the Cable and Power Connector.; 2. If the measures above do not solve the problem, start up in Saf e Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power.; 3. If the error still remains, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
345,2026-02-02,Canon iRA 4051,E602-1201,Error in /APL_SEND.,Storage,HDD,"1. Check the Cable and Power Connector.; 2. If the measures above do not solve the problem, start up in Saf e Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power.; 3. If the error still remains, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
346,2026-02-02,Canon iRA 4051,E602-1202,Error in /APL_SEND.,Storage,HDD,"1. Check the Cable and Power Connector.; 2. If the measures above do not solve the problem, start up in Saf e Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power.; 3. If the error still remains, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.E CodeDetail CodeLocation Item Description",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
347,2026-02-02,Canon iRA 4051,E602-1203,Error in /APL_SEND.,Storage,HDD,"Recovery of Boot partition must be executed in Safe Mode using SST.; 1. Execute HDD-CHECK (duration: several dozen minutes) with CHK-TYPE = 0, and then turn OFF and then ON the power.; 2. If the measures above do not solve the problem, move to the download mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
348,2026-02-02,Canon iRA 4051,E602-1204,Error in /APL_SEND.,Storage,HDD,"1. Check the Cable and Power Connector.; 2. If the measures above do not solve the problem, start up in Saf e Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power.; 3. If the error still remains, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
349,2026-02-02,Canon iRA 4051,E602-1205,Error in /APL_SEND.,Storage,HDD,"Recovery of Boot partition must be executed in Safe Mode using SST.1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
350,2026-02-02,Canon iRA 4051,E602-1210,Error in /APL_SEND.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system. 7 7 7-42 7-42Error Code > Error Code > Error Code Details > E602 to E880 Error Code > Error Code > Error Code Details > E602 to E880E CodeDetail CodeLocation Item Description",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
351,2026-02-02,Canon iRA 4051,E602-1211,Error in /APL_SEND.,Storage,HDD,"This is the error which usually does not occur in Read/Write level.; 1. Check the Cable and Power Connector.; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
352,2026-02-02,Canon iRA 4051,E602-1212,Error in /APL_SEND.,Storage,HDD,"Error due to data corruption or software bug.; 1. Start up in Safe Mode to perform All Format using SST and reinstall the system (SYSTEM, LANGUAGE, RUI), and then turn OFF and then ON the main power .; 2. If the measures above do not solve the problem, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
353,2026-02-02,Canon iRA 4051,E602-1213,Error in /APL_SEND.,Storage,HDD,"The document data (such as Box on the HDD) can be damaged.1. Enter the corresponding CHK-TYPE in the partition to execute HDD-CHECK (duration: several minutes to several dozen minutes); and then turn OFF and then ON the power.; 2. If the measures above do not solve the problem, enter the corresponding CHK-TYPE in the partition to execute HDD-CLEAR, and then turn OFF and then ON the main power.(Use SST to perform reformat/reinstallation in the case of the following: BOOTDEV , BOOTDEV2 and APL_SEND); 3. If the error still remains, it can be caused by HDD failure; therefore, replace the HDD and reinstall the system.",Y,Sumber: Canon Service Manual IR-4051/4045/4035/4025; Location:00; Title:Hard disk error
